식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,카페인(mg)
,된장찌개,,,,,,,,,,,,,,,,72.12637362637362,68.80000000000001,4.53611568986569,2.2434750566893427,1.77375,8.474892726321297,2.4595054945054944,1.805,45.888888888888886,1.6910526315789476,68.1875,168.5,867.8956043956044,5.066666666666666,0.3125,80.0,0.4558125,0.0645625,1.850625,3.257222222222222,0.0075,5.382692307692308,0.4972527472527472,0.0444827586206896,,,,,1.176,18.189230769230768,,,,,0.27125,,,,,,,,,,,,,0.098,,0.022,,,0.0,0.036,,0.348,,,3.174615384615385,0.0546153846153846,0.4625,0.6400000000000001,0.5376923076923077,9.09076923076923,,0.3415384615384615,2.3725,0.5715384615384616,1.293846153846154,7.521538461538461,18.0,4.43125,0.0,50.72538461538461,0.7775,0.7484615384615385,3.4261538461538468,0.0861538461538461,1.0275,0.5676923076923077,0.0,5.150769230769232,0.115,0.565,269.88615384615383,0.0,0.0753846153846153,0.0,,0.0,0.0,0.0,,9.18153846153846,166.42461538461538,,,,,130.0,23.346153846153847,0.256,,,8.884,0.5030769230769231,,,,2551.276,,,524.454,121.502,155.442,196.67,25.41,118.982,134.842,49.254000000000005,208.598,279.55600000000004,121.03,108.116,,102.71599999999998,,95.506,123.992,131.452,53.762,1.36,0.006,,,,,,,,,,,,,,,,
,두부,,,,,,,,,,,,,,,,147.60765027322404,63.50886075949367,7.149110564663023,6.241128121013304,1.2751724137931033,15.851568161108071,2.806074357572444,2.1530386740331493,55.3125,1.1186666666666667,86.17721518987342,149.83132530120483,240.1655737704918,11.90625,2.051282051282051,100.43037974683544,0.1818641975308641,0.0866585365853658,0.6329,1.866716417910448,0.1157894736842105,8.102567196928142,1.3672772006560965,0.0192290377039954,0.2643333333333333,0.2066666666666666,4.816,0.3405,0.1363157894736842,18.673142857142857,,0.0678,0.0,0.0,0.7129787234042554,0.842,0.16,7.324000000000001,3.5160000000000005,0.0,0.0,0.0,0.0,17.982,7.4775,0.0,0.0,0.1588888888888888,,0.1283333333333333,2.162,2.9857142857142853,0.0,0.2188888888888889,,0.1872222222222222,11.672,,17.8935,0.606521739130435,0.4778260869565217,0.1904347826086956,0.493623188405797,5.314347826086957,0.0,3.2207812499999995,2.9985365853658537,529.8804347826087,1.25671875,12.113125,103.4657894736842,5.798536585365854,0.0,116.576875,0.2690243902439024,1.6788405797101449,6.44671875,77.06202898550725,0.7007317073170731,2.282608695652174,2.1052631578947367,3.0234782608695654,0.1363414634146341,0.8453658536585364,768.2139130434783,0.0,0.6537499999999999,0.0,,7.857142857142857,0.7142857142857143,1.8822222222222225,,16.98921875,333.75265625,,,,,138.57142857142858,28.49490909090909,0.4071428571428571,,,9.917857142857144,0.6266071428571428,,,,7034.557777777778,,,1315.1514285714288,431.3968421052632,494.48857142857145,822.9499999999999,111.24428571428572,327.64071428571424,374.7442857142857,77.97642857142857,556.6864285714286,800.4428571428572,337.6828571428572,467.9515789473684,,305.27571428571434,,255.21071428571423,351.31,346.2278571428572,171.55928571428572,2.7971428571428567,0.0321428571428571,,,,,,,,,,,,,,,,
,두유,,,,,,,,,,,,,,,,112.0721649484536,60.49999999999999,3.748646907216495,6.878824289405685,0.5700000000000001,8.943940568475453,4.135309278350515,1.9142857142857144,92.53333333333332,0.555,38.16666666666666,150.875,110.35309278350516,26.166666666666668,0.0,1.6666666666666667,0.0988333333333333,0.14375,1.320818181818182,4.464,1.4180701754385967,2.0785900783289817,1.478221649484536,0.0055874673629242,0.0646666666666666,0.5076666666666667,4.4718,0.1846249999999999,0.0,33.96181818181818,5.26,0.15225,0.0,0.625,0.974153846153846,0.4525,0.0,3.465,0.28,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.525,,0.0,1.4065,12.283333333333331,0.0,1.31,,0.325,23.1225,,35.74,0.0,0.0,0.0,0.0,0.0,0.3625,0.52,1.72,10351.726666666667,0.0,1.78,219.1975,5.33,,103.705,0.0,0.4883333333333333,5.46,2050.0150000000003,0.0,6.658333333333334,0.0,0.0,0.11,0.79,2578.896666666667,,0.0,,,,,6.11,,1.41,195.13,,,,,,11.0,,,,,1.4183333333333332,,,,,,,,112.0,,210.75,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,
,땅콩,,,,,,,,,,,,,,,,466.3374558303887,5.727777777777778,13.89311749116608,26.09134226190476,2.0108,45.48809464285714,18.63590747330961,6.540625,51.12903225806452,1.5017857142857145,263.5925925925926,460.73333333333335,207.94690265486724,3.962962962962963,3.814814814814815,2.1538461538461537,0.3931851851851852,0.1598518518518518,5.669259259259259,0.1451851851851852,0.0658333333333333,14.503333333333334,6.746774021352313,0.0571415607985481,1.9115,0.6548333333333333,12.845,0.2224285714285714,0.0471428571428571,79.68437499999999,,0.9537692307692308,0.0,0.0,4.924,4.9715384615384615,0.19,5.114545454545455,0.4054545454545455,0.122,0.088,0.187,0.053,0.0,0.4230769230769231,0.0,0.0,0.1509090909090909,,0.5181818181818182,,,0.4409090909090908,13.4,,0.6581818181818182,29.74676923076923,,362.86625,0.0833333333333333,1.6425,0.0,0.0,0.0,1.1111111111111112,0.0266666666666666,19.07,7892.599999999999,0.0,2.9166666666666665,159.65444444444444,36.21,0.0,574.1466666666666,0.0,1.6327272727272728,181.33,25.69,0.68,8.177692307692308,0.0,0.0,0.0,2.155,12297.542727272728,0.0,0.04,0.0,,0.0,0.0,27.784444444444446,,1.153333333333333,1748.986666666667,,,,,500.0,65.46000000000001,1.2100000000000002,,,4.55,0.9225,,,,16407.75,,,3223.15,955.1653846153846,663.15,1086.953846153846,135.8,748.1,913.3,178.25,2141.0,1819.85,663.15,503.4500000000001,,512.3,,524.6,921.3,774.65,411.8,6.3,0.0,,,,,,,,,,,,,,,,0.0
,떡갈비,,,,,,,,,,,,,,,,215.72701949860723,62.4,10.306196445151878,11.739128101945004,1.93,17.03157183212268,5.08058495821727,2.05,51.2,1.49,170.0,299.0,431.6935933147632,34.333333333333336,3.0,34.0,0.0835,0.2195,2.502,4.886666666666667,8.97,30.69555240793201,3.8068156424581,0.0711898016997167,,,,0.211,2.87,30.295,,,,,1.528,,,,,,,,,,,,,0.04,,0.36,,,0.0,0.0,,0.0,,,20.0,10.0,,,0.0,0.0,,10.0,,0.84,50.0,270.0,100.0,,0.0,1720.0,,20.0,30.0,0.05,,0.0,40.0,10.0,,,3840.0,0.0,10.0,0.0,,160.0,10.0,250.0,,280.0,2270.0,,,,,60.0,19.03,0.03,,,20.79,3.5860000000000003,,,,19397.12,,,3425.67,1433.37,1881.97,1561.87,263.23,982.44,862.03,69.29,1385.59,1855.83,1336.81,882.75,,930.03,,477.97,802.55,638.92,606.82,1.69,0.0,,,,,,,,,,,,,,,,
,떡볶이,,,,,,,,,,,,,,,,224.6939854593523,48.56875,5.490991206084068,3.075053028865778,1.337142857142857,44.12280550771069,7.903773959021811,1.8179104477611945,30.029850746268657,0.4459701492537314,50.1875,102.51851851851852,615.7118307997356,24.625,4.1875,254.5625,0.0764999999999999,0.0953124999999999,0.3945625,0.4934482758620689,0.0045283018867924,6.231527224435591,1.0300727032385988,0.0190313961255845,,,,,0.0,9.466363636363637,,,,,0.2966666666666666,,,,,,,,,,,,,0.42,56.96,0.4049999999999999,10.0,8.051,0.0,1.605,,0.765,,,7.65375,0.0,0.005,0.1149999999999999,0.589090909090909,6.781818181818181,,2.153636363636364,1.7599999999999998,0.5745454545454546,4.71090909090909,28.111818181818183,25.0,2.2533333333333334,0.0,104.2227272727273,0.0,2.229090909090909,5.346363636363637,0.0563636363636363,0.155,0.5700000000000001,0.0,1.94,0.0566666666666666,0.475,493.96,0.0,0.83,0.0,,10.0,5.0,0.0,,30.26090909090909,328.55636363636364,,,,,100.0,10.14,0.29,,,7.525,0.44875,,,,3151.42,,,672.925,135.095,144.89999999999998,268.365,55.045,196.425,168.78,25.52,268.685,324.895,182.34,128.09,,123.44,,83.66,164.19,154.28,54.81,1.19,0.175,,,,,,,,,,,,,,,,
,라떼,,,,,,,,,,,,,,,,128.87954383464006,59.91538461538463,3.685538760479245,6.574057337220602,1.118,25.2445585701981,11.853221667854598,4.0,382.6428571428572,7.5940625,61.69230769230769,178.375,76.0848182466144,719.7692307692307,21.307692307692307,51.61538461538461,1.4094827586206895,1.5055517241379313,15.783137931034483,83.32466666666667,0.178235294117647,8.815007633587788,3.0432624633431087,0.0428665568369028,0.0,0.098,0.53,2.082705882352941,0.03,297.7368,,0.027,0.0,0.0,12.394119999999996,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,8.55,0.0,0.0,0.0,,0.0,5.0,13.2365,0.0,4.75,,0.17,0.06,,1.4522222222222223,0.0,0.1633333333333333,0.3633333333333333,0.5266666666666667,0.0,0.0,48.74875,1.10875,1.2877777777777777,8.89125,131.43625,0.0,2.51,,181.66375,0.0,2.506666666666667,4.00875,1.79,1.00875,0.5944444444444444,0.0,0.2766666666666666,0.0312499999999999,0.2375,286.16333333333336,,26.5575,,,,,7.63,,20.5275,403.15375,,,,,,18.774545454545454,,,,,6.97092,,,,,,,,25.0,589.692,488.3333333333333,163.3273333333333,440.0,,,357.1,,,262.6666666666667,400.0,322.558,73.04333333333334,,372.17333333333335,,247.706,,,,,,,,,,,,,,,,,,20.87479518072289
,라면,,,,,,,,,,,,,,,,388.1996233521657,37.19574468085106,8.625820464532328,13.036378531073444,6.308095238095238,59.31237664783428,4.402184557438794,4.352459016393443,113.14285714285714,1.2176470588235295,93.59574468085108,231.66,1444.001883239171,69.79591836734694,0.8723404255319149,639.7446808510638,0.3353829787234042,0.4108958333333333,1.7384255319148934,2.778235294117647,0.01,3.0137717601547385,5.641600753295668,0.0152281368821292,0.7372857142857142,1.1147142857142858,1.634285714285714,0.1665833333333333,0.21,47.79730769230769,,0.4195714285714286,0.0,0.0,2.6265,1.384285714285714,0.0828571428571428,1.355,0.3414285714285714,0.2292857142857143,0.2371428571428571,0.3078571428571429,0.055,64.14272727272727,50.39785714285715,0.0,0.0271428571428571,0.536,,0.36,,,0.0,2.622,,3.1235000000000004,3.297857142857143,,13.0652,0.0139999999999999,0.4678947368421053,0.2842105263157894,0.1067999999999999,3.5716,0.2428571428571428,5.13,2.33,524.0788,0.2163636363636363,29.551818181818188,45.133,2.052,0.0,130.54999999999998,0.088,1.3076,9.312727272727273,41.464,0.1139999999999999,7.5696,0.7365,5.0448,0.028,0.398,1625.8936,3.333333333333333,2.1545454545454543,3.333333333333333,,15.0,0.0,10.0615,,14.015454545454544,1025.7163636363637,,,,,20.0,7.251818181818183,0.0883333333333333,,,6.541666666666667,0.9666666666666668,,,,1896.2933333333333,,,637.12,354.0125,83.045,424.109,29.816666666666663,93.18333333333334,119.865,36.70166666666666,101.93,138.70166666666668,87.07000000000001,212.05249999999995,,78.31666666666666,,71.73666666666666,99.56,176.98333333333335,51.47,0.8533333333333334,0.2883333333333333,,,,,,,,,,,,,,,,
,레몬,,,,,,,,,,,,,,,,178.73267326732673,69.398,2.0579924023345075,5.61498191622264,0.52,31.809758535005813,17.522874635568513,2.1047619047619044,102.63157894736842,0.6461538461538461,18.1,109.46666666666668,139.8630536130536,0.0,0.0,0.3,13.145153846153844,11.478666666666667,51.59333333333334,1318.7236666666663,0.599,12.661022938623685,2.323115226337449,0.0527278363298202,0.0456666666666666,0.1356666666666666,4.414285714285715,58.7875,715.1657142857142,776.7142857142857,,76.17190909090908,0.0,0.0,0.19,0.18,0.0,0.0399999999999999,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.488,79.03433333333334,0.0,13.636210526315788,8.463000000000001,0.0,19.768,,1.3259999999999998,0.0568,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.875,,,0.545,,,,,0.1275,,3.8325,,0.0,0.0,0.0,,,2.4025,,,,,,,0.0,,,,,,,,,22.144,,,,,15.68075,,,,,,,,10.86,,6.4,,,,,,,,3.3600000000000003,26.25,,,,,,,,,,,,,,,,,,,,,,,,3.953414634146342
,리코타치즈,,,,,,,,,,,,,,,,197.03703703703704,,4.886358024691358,12.097162162162164,,16.385479115479114,7.405679012345677,,257.25,,,,193.641975308642,,,,,,,,,33.356081081081086,6.023456790123457,0.2147297297297297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마늘,,,,,,,,,,,,,,,,231.8355855855856,54.85,8.248803303303303,10.967518090839103,2.5563333333333333,25.20130337941628,7.222573363431151,3.911363636363636,82.08888888888889,1.3520454545454543,127.63157894736842,374.6382978723405,447.60472972972974,34.743589743589745,3.8157894736842106,372.6666666666667,0.1749473684210526,0.1416153846153846,0.811948717948718,13.945000000000002,0.045,26.74747641509434,3.4749322799097064,0.0875817757009345,0.3573749999999999,0.2190625,1.7770588235294118,1.2978333333333334,0.7904000000000001,66.60617647058822,,0.5716470588235294,0.0,0.0,0.5908333333333334,0.5041176470588236,0.0152941176470588,0.1264705882352941,0.0388235294117647,0.158235294117647,0.078235294117647,0.0494117647058823,0.0147058823529411,64.93894117647059,64.93894117647059,0.0,0.0,1.5164,,0.8216,,,0.0,1.8372,,1.5228,1.058421052631579,,9.8371875,2.1960606060606054,0.2329166666666666,0.1225,0.5224242424242425,27.937272727272727,0.8929411764705881,27.696875,4.96,183.76878787878783,6.30375,87.49875000000002,26.3384,11.441428571428572,17.5,232.075,2.2114285714285717,2.3424242424242427,12.9675,23.26484848484849,6.607142857142857,1.0830303030303028,2.4,12.125757575757577,0.27,1.635714285714286,811.3387878787878,20.0,18.750625,15.0,,26.25,2.5,6.3044,,24.513125,602.586875,,,,,156.25,45.501333333333335,0.36875,,,43.80125,0.724,,,,8814.698333333334,,,1559.0275,230.1688,490.04625,339.1188,132.06125,361.7275,350.83875,56.8575,420.10875,702.31875,410.40125,179.62279999999998,,306.36875,,175.71749999999997,326.67625,403.09,171.24,2.76125,0.16875,,,,,,,,,,,,,,,,
,마들렌,,,,,,,,,,,,,,,,424.4825581395349,,6.224287130021142,23.615972851684,,46.641237447791696,24.19537790697674,6.840000000000001,,,,,206.94767441860463,,,,,,,,,104.60186390532542,11.355494186046512,0.2480769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마카롱,,,,,,,,,,,,,,,,416.0745192307692,16.6,6.2296681690705125,21.98386949466852,1.11,48.7950294117647,35.64848557692308,6.46,76.0,2.59,154.0,197.5,77.65384615384616,,82.0,67.0,0.189,0.341,1.892,0.2,0.0,43.75990264255911,9.400518697225571,0.2112831241283124,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,5.335,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2620689655172413
,만두,,,,,,,,,,,,,,,,193.1289198606272,63.475,7.281769260549749,7.519163763066202,1.2569230769230768,24.19446718931475,2.55520325203252,2.2508771929824563,62.24193548387097,1.568793103448276,73.08333333333333,156.48387096774192,380.9430894308943,16.829787234042552,1.5,123.45833333333331,0.2795384615384615,0.1689230769230769,1.5666923076923074,1.4834693877551015,0.0723076923076923,10.819284051222352,2.4162775842044133,0.0388135593220339,0.18475,0.49175,1.1,0.4341666666666666,0.1227272727272727,195.2458333333333,,0.416,0.0,0.0,0.7817647058823529,0.5275000000000001,0.0725,1.375,0.3825,0.0275,0.0925,0.0,0.0,12.954999999999998,9.02,3.9325,0.0,0.2663636363636363,,0.3872727272727272,,,0.0,0.4372727272727272,,0.2118181818181818,5.8175,,32.027272727272724,1.041818181818182,0.7513333333333334,0.1793333333333333,2.566818181818182,0.6586363636363636,7.454999999999999,1.7038888888888888,2.7372727272727277,371.6277272727273,0.3472222222222222,35.54333333333333,156.1027272727273,4.067272727272727,1.4285714285714286,331.41611111111115,0.0,4.749545454545455,8.917222222222222,29.56,0.0736363636363636,18.41363636363636,13.875454545454543,0.3136363636363636,0.1036363636363636,1.04,1639.240454545455,0.0,0.2477777777777777,0.0,,11.428571428571429,2.857142857142857,18.294545454545457,,57.385000000000005,773.0772222222222,,,,,72.85714285714286,19.145,0.2042857142857143,,,15.632857142857144,0.7935000000000001,,,,6519.945,,,1371.152857142857,301.56636363636363,343.2057142857143,465.5472727272728,91.3442857142857,246.47,290.63,87.25714285714285,327.7,467.3128571428571,291.37857142857143,246.6036363636364,,234.82142857142853,,164.96,262.6157142857143,344.50428571428574,164.03857142857143,0.9085714285714284,0.0414285714285714,,,,,,,,,,,,,,,,
,망고,,,,,,,,,,,,,,,,149.19163424124514,85.73333333333333,1.8654207198443575,3.519905699287589,0.305,30.095184484038604,19.38883154819864,2.7,139.52,1.1307142857142856,25.33333333333333,144.8,65.12658227848101,112.0,8.4,207.0,21.930909090909093,25.17154545454545,3.5966666666666662,106.6509090909091,2.9978571428571428,9.507792946530149,1.7790029615004936,0.0324772727272727,0.1503333333333333,0.0396666666666666,4.685,0.62925,0.0,22.26,,1.4784285714285714,0.0,0.0,0.3225,0.285,0.025,0.0725,0.025,0.0266666666666666,0.0,0.0166666666666666,0.0,1.4366666666666668,1.4366666666666668,0.0,0.0,4.286666666666666,51.5998,0.0,29.4525,11.947235294117649,0.0,4.62,,1.6033333333333335,0.0466666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.18,,,7.54,,,,,0.0,,11.563333333333333,,0.0,0.0,0.0,,,12.866666666666664,,,,,,,0.0,,,,,,,,,,,,,,3.695714285714285,,,,,,,,19.666666666666668,,29.666666666666668,,,,,,,,14.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,0.5015909090909091
,매실,,,,,,,,,,,,,,,,157.84615384615384,73.66666666666667,1.9615384615384617,1.3434462886122636,2.880833333333334,35.25716253443526,25.224609053497943,2.55,14.461538461538462,0.6883333333333334,15.416666666666666,171.41666666666666,311.0365853658537,16.363636363636363,0.0,197.0909090909091,0.0733333333333333,0.0170833333333333,0.5856363636363636,6.545384615384616,0.0,3.2006008583690986,0.4896280991735536,0.0123829787234042,0.07575,0.21175,0.92,0.0205,0.0,5.018571428571428,,0.2573333333333333,0.0,0.0,0.958,0.792,0.0325,1.45,0.0839999999999999,0.0,0.0,0.0,0.0,13.392,14.49,0.0,0.0,8.739999999999998,,0.6285714285714287,0.353,2.7642857142857147,0.0,1.937142857142857,,8.328571428571427,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.843333333333334,0.0,0.0,0.4666666666666666,,0.0,0.0,,0.0,0.0,7.349999999999999,,0.1816666666666666,0.0,0.0,,,2.7116666666666664,0.0,0.0,0.0,,0.0,0.0,0.735,,0.0,15.0,,,,,50.0,34.635,0.2,,,9.65,0.2,,,,1228.3,,,415.635,38.8,52.435,43.03333333333333,7.715,43.865,45.75,38.15,43.63,166.885,59.43,18.4,,39.37,,19.63,41.5,65.815,20.615,2.035,0.015,,,,,,,,,,,,,,,,0.0
,머핀,,,,,,,,,,,,,,,,369.24924012158056,20.7,6.600321175278623,18.56387037037037,1.335,43.918838219326815,20.313495440729483,2.733333333333333,44.5,0.6499999999999999,197.0,101.0,303.7325227963526,63.5,62.0,17.5,0.018,0.143,0.2735,0.0,0.0,60.16082781456954,6.410182370820668,0.1632450331125827,0.183,0.026,7.91,0.058,0.175,21.505000000000003,,0.388,0.0,0.0,2.38,1.99,0.0,3.51,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,,0.13,,,0.235,28.555,,2.02,16.48,,63.075,43.89,0.0,0.0,5.0,8.765,0.0,350.0,,4948.225,110.0,1150.0,209.62,,130.0,1120.0,,5.0,20.0,577.675,,10.69,15.0,5.0,,,3702.62,140.0,280.0,110.0,,100.0,20.0,40.22,,220.0,3560.0,,,,,80.0,14.16,0.2,,,2.95,0.45,,,,5014.95,,,1504.63,182.76,115.18,410.01,96.61,273.42,325.72,24.7,138.32,340.29,205.35,197.475,,203.44,,98.03,273.62,517.37,104.79,0.71,0.02,,,,,,,,,,,,,,,,0.0
,메밀,,,,,,,,,,,,,,,,245.82022471910116,52.53333333333333,7.150890850722311,4.679587479935795,3.248666666666667,43.84746308186196,4.87436936936937,2.6666666666666665,25.666666666666668,1.1070833333333334,113.0,169.47368421052633,509.723595505618,73.95238095238095,0.7222222222222222,1043.2777777777778,0.1298888888888889,0.1227222222222222,0.713,0.6222727272727273,0.0,5.58461009174312,1.5675675675675675,0.0225850340136054,1.17,0.16475,0.0,0.004,0.1225,14.682666666666668,,0.5640000000000001,0.0,0.0,0.2779999999999999,0.0975,0.02125,1.60375,0.105,0.005,0.07125,0.0,0.0,0.7057142857142856,0.6174999999999999,0.0,0.0,1.4791666666666667,,0.1858333333333333,,20.4,0.0,0.2783333333333334,,0.9666666666666668,1.155,,57.00071428571429,0.0,0.8229999999999998,0.0,0.0,0.0,0.0,0.0557142857142857,3.05,333.114,0.0,0.2671428571428571,20.436666666666667,4.08,0.0,72.67,0.0,0.0,3.962857142857143,22.204,0.0,0.7733333333333333,0.0,0.0946666666666666,0.02,0.53,448.0946666666667,0.0,0.0028571428571428,0.0,,0.0,0.0,0.295,,1.9528571428571428,206.0171428571429,,,,,70.0,25.486666666666665,0.225,,,3.850000000000001,0.5616666666666666,,,,2194.72,,,759.8175,296.1958333333334,154.325,442.0733333333333,45.335,120.3975,159.1725,54.875,200.0425,258.41,139.435,209.47000000000003,,115.71,,76.84,142.2525,206.0625,65.74000000000001,1.21,0.03,,,,,,,,,,,,,,,,
,모짜렐라치즈,,,,,,,,,,,,,,,,288.8625,,18.696604166666667,18.156315789473684,,12.457683982683983,2.64825,,500.0,,,,441.2625,,,,,,,,,47.32688311688312,10.31225,0.4428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,미역국,,,,,,,,,,,,,,,,68.9877300613497,47.84347826086957,3.2794191562194364,1.9520302302836317,0.9066666666666668,9.794470325420113,0.6195398773006134,1.6129032258064515,65.48148148148148,1.0503846153846153,33.608695652173914,107.125,678.8098159509202,4.684210526315789,0.5652173913043478,44.65217391304348,0.0191304347826086,0.0333478260869565,0.4525217391304347,0.348695652173913,0.0321739130434782,6.492944785276075,0.4820552147239264,0.0136217948717948,,,,,0.6920000000000001,7.639473684210526,,,,,0.0892307692307692,,,,,,,,,,,,,0.006,,0.092,,,0.0,0.034,,0.028,,,2.2011111111111115,0.04,0.0769230769230769,0.4161538461538461,0.5557894736842105,8.495789473684212,,0.2542105263157895,0.3192307692307692,0.1068421052631578,1.5931578947368423,8.143157894736841,6.0,0.3661538461538461,0.0,28.80842105263158,0.4246153846153845,0.9573684210526316,1.3194736842105264,0.0505263157894736,0.7584615384615384,3.364210526315789,6.0,13.511052631578949,0.0446153846153846,0.1092307692307692,162.97526315789474,0.0,0.0705263157894736,0.0,,0.0,0.0,2.0,,13.667368421052627,79.06894736842105,,,,,68.0,19.224444444444444,0.102,,,14.882,0.4333333333333333,,,,1087.2025,,,215.60600000000005,87.37199999999999,111.646,121.78400000000002,28.976,60.67,64.322,12.642,103.18200000000002,150.976,89.65599999999999,59.54600000000001,,64.828,,49.05,60.136,61.082,31.20800000000001,0.272,0.004,,,,,,,,,,,,,,,,
